geom,document_bbls,certificate_doc_id,pluto20v1_geom_match,crfn,document_date,recorded_datetime,modified_date,reel_yr,reel_nbr,reel_pg
"MULTIPOLYGON(((-73.9969142708448 40.7161384263624,-73.9967648821424 40.7160858666857,-73.9964356912403 40.7159699892176,-73.9965476754268 40.7157832484233,-73.997218423144 40.7160193020174,-73.9971031681012 40.7162048673097,-73.9969142708448 40.7161384263624)),((-73.9964356912403 40.7159699892176,-73.9967648821424 40.7160858666857,-73.9967279775174 40.7161474128126,-73.9968130723511 40.7161773508597,-73.9967326064379 40.7163115435307,-73.9963183198049 40.7161657132158,-73.9964356912403 40.7159699892176)))",1002020023;1002020018,2019060600406002,all,2019000181105,2019-06-06 00:00:00+00,2019-06-10 00:00:00+00,2019-06-10 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9396049065638 40.8065850987187,-73.9394562106536 40.8065224874105,-73.9393988033837 40.8064983148841,-73.9393424031133 40.8064745651926,-73.939523290594 40.8062286782646,-73.9399780180292 40.8064204348299,-73.9398387032243 40.8066098153771,-73.9396461498108 40.806528709494,-73.9396049065638 40.8065850987187)),((-73.9393379772415 40.8064727015335,-73.9392824489196 40.8064493196747,-73.9394633567253 40.806203404935,-73.939523290594 40.8062286782646,-73.9393424031133 40.8064745651926,-73.9393379772415 40.8064727015335)),((-73.9394893768072 40.8066688790428,-73.9395228656207 40.8066233575098,-73.93946927403 40.8066007854053,-73.9394153270809 40.8065780609048,-73.9394562106536 40.8065224874105,-73.9396049065638 40.8065850987187,-73.9397972918921 40.8066661073283,-73.9397228925215 40.8067672394484,-73.9394893768072 40.8066688790428)),((-73.9396049065638 40.8065850987187,-73.9396461498108 40.806528709494,-73.9398387032243 40.8066098153771,-73.9397972918921 40.8066661073283,-73.9396049065638 40.8065850987187)))",1017510020;1017510126;1017510053;1017510120,2019060700904008,all,2019000183605,2019-05-31 00:00:00+00,2019-06-11 00:00:00+00,2019-06-11 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.8629692839031 40.8810676277595,-73.8632415092608 40.8805726904551,-73.8632828635534 40.8805899864943,-73.8633290140482 40.8806092890823,-73.8633791760124 40.8806302686064,-73.8634201711954 40.8806474146901,-73.8631560902269 40.8811275463396,-73.8630607787062 40.881096975193,-73.8629692839031 40.8810676277595)))",2046630024;2046630026,2019061000572001,partial,2019000182257,2019-06-10 00:00:00+00,2019-06-11 00:00:00+00,2019-06-11 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.8972719999437 40.9113136559235,-73.8972762000743 40.9112956094948,-73.8973489579954 40.9113066078546,-73.8977216185812 40.9113629395372,-73.8977166887426 40.911380876377,-73.8973440019539 40.9113245401531,-73.8972719999437 40.9113136559235)),((-73.8975794404392 40.9114317346151,-73.8974575207106 40.9114133051969,-73.8973286279743 40.9113938221889,-73.8972559031894 40.9113828283484,-73.8972676910803 40.911332165103,-73.8972719999437 40.9113136559235,-73.8973440019539 40.9113245401531,-73.8977166887426 40.911380876377,-73.8977080322797 40.9114123684751,-73.8976977929946 40.9114496258577,-73.8975794404392 40.9114317346151)))",2058881536;2058881535,2019061000841001,all,2019000183221,2019-06-07 00:00:00+00,2019-06-11 00:00:00+00,2019-06-11 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.8479056162313 40.7734919082729,-73.8478334437054 40.7734895968437,-73.8478427336958 40.7732398200437,-73.8479149059492 40.7732421323677,-73.8479509612845 40.7732432866711,-73.8479416716996 40.7734930634797,-73.8479056162313 40.7734919082729)))",4042920095;4042920195,2019061100327002,partial,2019000188545,2019-06-11 00:00:00+00,2019-06-14 00:00:00+00,2019-06-14 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9592356250333 40.6685591966498,-73.9592650552949 40.6684762749829,-73.9592889114978 40.6684090617322,-73.9593119549555 40.6683441363989,-73.9593359875824 40.6682764261151,-73.9593604762659 40.6682074291499,-73.9598360932088 40.6683075047983,-73.9597192005859 40.6686368563581,-73.9596628622808 40.6686484316579,-73.9592356250333 40.6685591966498)),((-73.958938012758 40.66833576922,-73.9589610565319 40.6682708439564,-73.9593119549555 40.6683441363989,-73.9592889114978 40.6684090617322,-73.958938012758 40.66833576922)))",3011880058;3011880054,2019061100333002,all,2019000184269,2019-06-03 00:00:00+00,2019-06-12 00:00:00+00,2019-06-12 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9120726117279 40.8489463736048,-73.9121364970198 40.8488563901605,-73.9121935946627 40.8487759800501,-73.9122421273995 40.848707611082,-73.9125722549707 40.8488384115283,-73.912401494451 40.849076681916,-73.9120726117279 40.8489463736048)),((-73.9118616808113 40.8486444657643,-73.912106932276 40.8482990196026,-73.9124810495103 40.8483710867962,-73.9122421273995 40.848707611082,-73.9121935946627 40.8487759800501,-73.9118616808113 40.8486444657643)))",2028610119;2028610163,2019061100370001,all,2019000185343,2019-05-14 00:00:00+00,2019-06-12 00:00:00+00,2019-06-12 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9511714568411 40.777491031977,-73.9513567126842 40.7772370209498,-73.9514079055276 40.7772586329962,-73.9512226486351 40.7775126441043,-73.9511714568411 40.777491031977)),((-73.9511124681335 40.7774661278842,-73.9512977253169 40.7772121169515,-73.9513567126842 40.7772370209498,-73.9511714568411 40.777491031977,-73.9511124681335 40.7774661278842)),((-73.9512226486351 40.7775126441043,-73.9514079055276 40.7772586329962,-73.9514595649889 40.7772804424264,-73.9514690340588 40.7772844392427,-73.9512837773271 40.7775384513486,-73.9512226486351 40.7775126441043)),((-73.9510498663979 40.7774396985763,-73.9512351225619 40.7771856877427,-73.9512977253169 40.7772121169515,-73.9511124681335 40.7774661278842,-73.9510498663979 40.7774396985763)),((-73.9512837773271 40.7775384513486,-73.9514690340588 40.7772844392427,-73.9515363490379 40.7773128577149,-73.9513510924839 40.7775668699279,-73.9512837773271 40.7775384513486)))",1015480146;1015480046;1015480047;1015480045;1015480048;1015481001;1015481002,2019061101066001,partial,2019000184387,2019-05-28 00:00:00+00,2019-06-12 00:00:00+00,2019-06-12 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9915172851235 40.6610130193165,-73.9917449602552 40.6607932873669,-73.99177590099 40.6608119590893,-73.9918155822979 40.6608359057503,-73.9915878634945 40.6610556810601,-73.9915172851235 40.6610130193165)),((-73.9915878634945 40.6610556810601,-73.9918155822979 40.6608359057503,-73.991827142962 40.6608428819723,-73.991879463363 40.6608744559818,-73.9918821368508 40.6608760689954,-73.9916543767362 40.6610958840557,-73.9915878634945 40.6610556810601)))",3008910029;3008910028,2019061200281001,all,2019000185350,2019-04-12 00:00:00+00,2019-06-12 00:00:00+00,2019-06-12 00:00:00+00,0,0,0
"MULTIPOLYGON(((-74.0035167460724 40.7200473430967,-74.0035872395626 40.7199575231818,-74.0037411527041 40.7200273798276,-74.0036708155683 40.7201170026193,-74.0035167460724 40.7200473430967)),((-74.003480728801 40.7200932341662,-74.0035167460724 40.7200473430967,-74.0036708155683 40.7201170026193,-74.0036348090168 40.7201628802285,-74.003480728801 40.7200932341662)))",1002100001;1002100002,2019061201071001,all,2019000185963,2019-05-29 00:00:00+00,2019-06-13 00:00:00+00,2019-06-13 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9341966809296 40.699935675412,-73.9329946909897 40.700242795062,-73.9329686532089 40.7001837657262,-73.9329383844601 40.7001151488656,-73.9329114649273 40.7000541198647,-73.932909195958 40.7000489766166,-73.9328966422608 40.7000205194118,-73.9328471332555 40.699991965007,-73.9326727872016 40.6998914146022,-73.9325251678804 40.6998062774643,-73.9326281148978 40.6997626341036,-73.9327100318337 40.6997279069379,-73.9327889088975 40.6996944683729,-73.9328717690881 40.6996593409146,-73.9329546138024 40.6996242205917,-73.9330352780301 40.6995900228661,-73.9331877958698 40.6995253646605,-73.9333477033117 40.6994575722463,-73.9334287565746 40.6994232105765,-73.9335862866443 40.69935642683,-73.9336592312861 40.6993255020769,-73.9337391170967 40.699291634797,-73.9338607555406 40.6992400657755,-73.9339420556683 40.6992055985255,-73.9340119050648 40.6994265577035,-73.934031289208 40.6994878811029,-73.9340529958628 40.6995565468063,-73.9341124767852 40.6997447042117,-73.9341182414914 40.6997577793492,-73.9341966809296 40.699935675412)),((-73.9329946909897 40.700242795062,-73.9341966809296 40.699935675412,-73.9344087334843 40.7004165925849,-73.9344143660797 40.7004293686609,-73.9344198050625 40.7004417033753,-73.9332253427084 40.7007656764909,-73.9332110061145 40.7007331758892,-73.9332053713566 40.7007204006539,-73.9329946909897 40.700242795062)))",3031520048;3031520001,2019061300261017,all,2019000187254,2019-06-10 00:00:00+00,2019-06-13 00:00:00+00,2019-06-13 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.7779870671376 40.5977212851271,-73.7779800815292 40.5976583798403,-73.7779730947526 40.5975954745504,-73.7779676278781 40.5975462439725,-73.778034071614 40.597541878706,-73.7780325540743 40.5975282039985,-73.7780246553248 40.5974570931632,-73.7780190370211 40.5974064961977,-73.7783481471368 40.5973848731601,-73.7783519896244 40.5974192239078,-73.7783594566807 40.5974859564337,-73.7779890171464 40.5977388446363,-73.7779870671376 40.5977212851271)),((-73.7779661079922 40.5975325683591,-73.7780325540743 40.5975282039985,-73.778034071614 40.597541878706,-73.7779676278781 40.5975462439725,-73.7779661079922 40.5975325683591)))",4159690035;4159690135,2019061700319002,all,2019000193917,2019-05-21 00:00:00+00,2019-06-19 00:00:00+00,2019-06-19 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9504470832065 40.7867243576645,-73.9504956373714 40.7866584825555,-73.9508367388941 40.786802206278,-73.9507881849612 40.7868680824297,-73.9504470832065 40.7867243576645)),((-73.9506314519843 40.7873615269352,-73.9508151225129 40.7871123341524,-73.9508957361279 40.7871463003105,-73.9509735901753 40.7871791044921,-73.951153124729 40.7869355150245,-73.9512320848836 40.7869687850606,-73.9513103060522 40.7870017440572,-73.9511307730805 40.7872453328671,-73.9509471057359 40.7874945261488,-73.9508688817978 40.7874615678077,-73.9507899224251 40.7874282975258,-73.9506314519843 40.7873615269352)),((-73.9504470832065 40.7867243576645,-73.9507881849612 40.7868680824297,-73.9508367388941 40.786802206278,-73.9509156975484 40.7868354756305,-73.9509946562815 40.7868687449287,-73.9508151225129 40.7871123341524,-73.9506314519843 40.7873615269352,-73.9504735337916 40.7872949868914,-73.9501324305284 40.7871512621049,-73.9501819637403 40.7870840593167,-73.9503160999752 40.7869020701083,-73.9503614831444 40.7868404953846,-73.9504056079263 40.7867806310532,-73.9504470832065 40.7867243576645)))",1016250013;1016250007;1016250016,2019061700475001,all,2019000193173,2019-06-14 00:00:00+00,2019-06-19 00:00:00+00,2019-06-19 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9725338341553 40.6493899604249,-73.972373500851 40.6491562196851,-73.9723475836096 40.6491184367411,-73.9725414168352 40.6490412196679,-73.9724779269669 40.648948660993,-73.9728022403852 40.6488194607282,-73.9732208403081 40.6494297082959,-73.9727925226749 40.6496001369868,-73.9727542612136 40.6496153610848,-73.9725853739792 40.6493694283128,-73.9725338341553 40.6493899604249)),((-73.9719679145138 40.649615406246,-73.9725338341553 40.6493899604249,-73.9725853739792 40.6493694283128,-73.9727542612136 40.6496153610848,-73.9720484360539 40.6498962027262,-73.9719679145138 40.649615406246)))",3053220044;3053220051;3053229051,2019061700800001,partial,2019000193439,2019-06-12 00:00:00+00,2019-06-19 00:00:00+00,2019-06-19 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9421426116821 40.6403562498619,-73.94213108869 40.6402463942911,-73.9421257633583 40.640195631173,-73.9424989695336 40.6401717088087,-73.9425158187505 40.6403323265429,-73.9425272861149 40.6404416390332,-73.94215407844 40.6404655614887,-73.9421426116821 40.6403562498619)))",3049700070;3049700067,2019061701182001,partial,2019000191780,2019-06-17 00:00:00+00,2019-06-18 00:00:00+00,2019-06-18 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9615588688816 40.7349037426126,-73.9617419167859 40.7348860203392,-73.9617452518385 40.7348856972643,-73.9616286244663 40.735079887224,-73.9613875714233 40.7353488189891,-73.961290540931 40.7353573484435,-73.9613602517442 40.735279576075,-73.9613637803267 40.7352783183489,-73.9613933253825 40.7352662713569,-73.9613531267418 40.735209228706,-73.9613694921002 40.7352011908601,-73.9613839324501 40.7351912441901,-73.9613960652587 40.7351796506162,-73.9614055718951 40.7351667171056,-73.961439278742 40.735110594334,-73.9614223094364 40.7351046975276,-73.9614580401846 40.7350452048267,-73.9614711686915 40.7350497666907,-73.9615588688816 40.7349037426126)),((-73.9616700164844 40.7345155823704,-73.9616941561177 40.7345132454798,-73.9619859010349 40.7344849986659,-73.9617457222712 40.7348849139786,-73.9617452518385 40.7348856972643,-73.9617419167859 40.7348860203392,-73.9615588688816 40.7349037426126,-73.961618843931 40.7348038800733,-73.9616139046961 40.7348043583977,-73.9616293033958 40.7347787188632,-73.961597952761 40.7346190708574,-73.9616339378602 40.7345591531431,-73.9616429767542 40.7345606059721,-73.9616700164844 40.7345155823704)),((-73.9600738153634 40.7347519609717,-73.9601825639119 40.7347414338645,-73.9602308770285 40.7350315708178,-73.9601225980251 40.7350420531075,-73.9600738153634 40.7347519609717)),((-73.9617452518385 40.7348856972643,-73.9617457222712 40.7348849139786,-73.9617718083708 40.7348823886118,-73.9617621666035 40.734891693061,-73.9615744762077 40.7351794788551,-73.9614237503721 40.7353456388136,-73.9613875714233 40.7353488189891,-73.9616286244663 40.735079887224,-73.9617452518385 40.7348856972643)),((-73.9602863561632 40.7353141171276,-73.9602308770285 40.7350315708178,-73.9601825639119 40.7347414338645,-73.9601690725485 40.7346608940665,-73.9616700164844 40.7345155823704,-73.9616429767542 40.7345606059721,-73.9616339378602 40.7345591531431,-73.961597952761 40.7346190708574,-73.9616293033958 40.7347787188632,-73.9616139046961 40.7348043583977,-73.961618843931 40.7348038800733,-73.9615588688816 40.7349037426126,-73.9614711686915 40.7350497666907,-73.9614580401846 40.7350452048267,-73.9614223094364 40.7351046975276,-73.961439278742 40.735110594334,-73.9614055718951 40.7351667171056,-73.9613960652587 40.7351796506162,-73.9613839324501 40.7351912441901,-73.9613694921002 40.7352011908601,-73.9613531267418 40.735209228706,-73.9613933253825 40.7352662713569,-73.9613637803267 40.7352783183489,-73.9613602517442 40.735279576075,-73.961290540931 40.7353573484435,-73.9612709674254 40.7353590690366,-73.9601893440946 40.7354541351254,-73.960304611902 40.7354259358884,-73.9602863561632 40.7353141171276)),((-73.9619859010349 40.7344849986659,-73.9616941561177 40.7345132454798,-73.9617150026587 40.7344691374247,-73.9620127402447 40.7344403099062,-73.9619859010349 40.7344849986659)),((-73.9619859010349 40.7344849986659,-73.9621056590623 40.7344734035728,-73.9621048846398 40.7344758337891,-73.9620902671951 40.7345082877897,-73.9620745310797 40.7345364712108,-73.9620610455425 40.7345561104506,-73.9620408187128 40.7345808740589,-73.9620295844463 40.7345928309026,-73.9619958793275 40.7346244231128,-73.9619846417055 40.7346380846126,-73.9619734054716 40.7346534543755,-73.9619329416322 40.7347226288372,-73.9619217041878 40.734737999495,-73.9619093459282 40.7347508078356,-73.9618329470638 40.7348233850958,-73.9617718083708 40.7348823886118,-73.9617457222712 40.7348849139786,-73.9619859010349 40.7344849986659)))",3024720003;3024720002;3024720010;3024720035;3024720021;3025020002;3024720030,2019061800060002,all,2019000195573,2019-06-10 00:00:00+00,2019-06-20 00:00:00+00,2019-06-20 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9766654160291 40.7874044617704,-73.9768489095421 40.7871527042908,-73.9768401483012 40.7871490077749,-73.9768781215449 40.7870969079084,-73.9771439074356 40.7872092687095,-73.9771013215005 40.7872594793956,-73.9768958828698 40.7875017019734,-73.9766654160291 40.7874044617704)))",1012320045;1012320017,2019061800106001,partial,2019000193573,2019-05-23 00:00:00+00,2019-06-19 00:00:00+00,2019-06-19 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9484621679869 40.7501651764835,-73.9486159111268 40.7502422699601,-73.9485924972447 40.7503119514798,-73.9485686916634 40.7503827899695,-73.9484289379438 40.7505419945877,-73.948468522847 40.7505680837551,-73.9483980510842 40.7506510608533,-73.9481689626539 40.7505000728044,-73.9484621679869 40.7501651764835)),((-73.9483980510842 40.7506510608533,-73.948468522847 40.7505680837551,-73.9484289379438 40.7505419945877,-73.9485686916634 40.7503827899695,-73.9489023251911 40.7504469302191,-73.948754736951 40.7508861432031,-73.9483980510842 40.7506510608533)))",4004450001;4004450012,2019061800875001,all,2019000208064,2019-06-19 00:00:00+00,2019-07-02 00:00:00+00,2019-07-02 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9527273832617 40.680015742096,-73.9530934047447 40.679971887351,-73.9531154827866 40.6800847137023,-73.9527453936651 40.6801290567265,-73.9527273832617 40.680015742096)),((-73.9527382826472 40.679896545472,-73.9530822914974 40.6799150963771,-73.9530934047447 40.679971887351,-73.9527273832617 40.680015742096,-73.9527382826472 40.679896545472)))",3018600002;3018600001,2019061900078001,all,2019000193210,2019-05-30 00:00:00+00,2019-06-19 00:00:00+00,2019-06-19 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9424063744561 40.7566282350564,-73.9424568085936 40.7565756221236,-73.9425631147217 40.7564647248179,-73.9426167962905 40.756408723931,-73.9428409653407 40.7565302397057,-73.942865668552 40.7565436298673,-73.9428119858996 40.7565996308686,-73.9427116230021 40.756704330478,-73.9427056799696 40.7567105293022,-73.9426552435566 40.7567631441428,-73.9424063744561 40.7566282350564)),((-73.9426167962905 40.756408723931,-73.942829532767 40.7561867975078,-73.9430509797337 40.7563032326768,-73.9429449212135 40.7564138730128,-73.9429499162985 40.7564165815052,-73.9428409653407 40.7565302397057,-73.9426167962905 40.756408723931)))",4004730618;4004730548,2019061900807002,all,2019000196789,2019-05-17 00:00:00+00,2019-06-21 00:00:00+00,2019-06-21 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9373123537567 40.6796221339418,-73.9373391238663 40.6793404396316,-73.9373813211112 40.679342709388,-73.9374790846962 40.6793479684265,-73.9375517151665 40.6793518755792,-73.9376213366241 40.6793556207632,-73.937616134091 40.6794103728346,-73.9375465113927 40.6794066285474,-73.9374738808631 40.6794027213914,-73.9374523402699 40.6796293908272,-73.9373123537567 40.6796221339418)),((-73.9372364831887 40.6796182014576,-73.9372632679511 40.6793363585878,-73.9373391238663 40.6793404396316,-73.9373123537567 40.6796221339418,-73.9372364831887 40.6796182014576)))",3016990019;3016990021,2019061900971001,all,2019000199922,2019-06-03 00:00:00+00,2019-06-25 00:00:00+00,2019-06-25 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.8640478545987 40.7464218446543,-73.864133939886 40.7462281921349,-73.8644891525998 40.746122368724,-73.8644995403371 40.746142656773,-73.8645462493173 40.7461287412402,-73.8646117826365 40.7462567254809,-73.8645969328912 40.7462611493276,-73.8645277762219 40.7462817526642,-73.8644646925843 40.7463005458815,-73.8644943934798 40.7463585509995,-73.8643846112434 40.7463912569951,-73.8643140433239 40.746412279979,-73.8642423676071 40.7464336330007,-73.8642113955564 40.7463731472222,-73.8640478545987 40.7464218446543)),((-73.8645462493173 40.7461287412402,-73.8644786464906 40.7459967148475,-73.8645647729899 40.7459711940129,-73.8646978480944 40.7462310847081,-73.864665538604 40.7462407109956,-73.8646117826365 40.7462567254809,-73.8645462493173 40.7461287412402)))",4016280043;4016280050,2019062000897001,all,2019000196065,2019-06-18 00:00:00+00,2019-06-21 00:00:00+00,2019-06-21 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9436428937234 40.7457095161782,-73.9439767643059 40.7455779817546,-73.9438853990376 40.7454442741628,-73.9438045128176 40.7453259018363,-73.9441212012748 40.7452011367177,-73.9444983845479 40.7457531190009,-73.9441816953573 40.7458778851475,-73.9441418421059 40.7458213068027,-73.9438098787423 40.7459520889071,-73.9436428937234 40.7457095161782)),((-73.9442213021464 40.7459375917188,-73.9441816953573 40.7458778851475,-73.9444983845479 40.7457531190009,-73.9445799584224 40.745872495228,-73.9443344633514 40.7459692119258,-73.9442934370648 40.7459091733207,-73.9442213021464 40.7459375917188)))",4000840011;4000840009,2019062001219001,all,2019000199088,2019-06-11 00:00:00+00,2019-06-25 00:00:00+00,2019-06-25 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9617677149924 40.6096654594885,-73.9621270707399 40.609625220687,-73.9621349536239 40.6096663050747,-73.9621531463875 40.6097611125655,-73.9621645142397 40.609820354412,-73.9621759645856 40.6098800195292,-73.9618163862095 40.6099187581403,-73.9618052082771 40.6098605879435,-73.9617938265565 40.609801347858,-73.9617756094772 40.6097065421035,-73.9617677149924 40.6096654594885)))",3067740001;3067740078;3067740080;3067740077,2019062001785001,partial,2019000199215,2019-06-19 00:00:00+00,2019-06-25 00:00:00+00,2019-06-25 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9763259353853 40.7444389639348,-73.9763599506314 40.7443924300329,-73.9766051053929 40.744495371988,-73.9765710902654 40.7445419059617,-73.9763259353853 40.7444389639348)),((-73.9765353219121 40.7445908403186,-73.9765710902654 40.7445419059617,-73.9766051053929 40.744495371988,-73.976640764662 40.7444465888718,-73.9766764890306 40.7443977166072,-73.9767148904818 40.744345167203,-73.9767954549349 40.7443789965896,-73.976615544226 40.7446251434267,-73.9765353219121 40.7445908403186)),((-73.9765193342396 40.7445841273849,-73.9762901680915 40.7444878973161,-73.9763259353853 40.7444389639348,-73.9765710902654 40.7445419059617,-73.9765353219121 40.7445908403186,-73.9765193342396 40.7445841273849)),((-73.9762559963825 40.7445346454851,-73.9762901680915 40.7444878973161,-73.9765193342396 40.7445841273849,-73.9764851638266 40.7446308738205,-73.9762559963825 40.7445346454851)),((-73.9762241132467 40.7445782648554,-73.9762559963825 40.7445346454851,-73.9764851638266 40.7446308738205,-73.9764532796105 40.7446744941539,-73.9762241132467 40.7445782648554)))",1009140029;1009140025;1009140030;1009140031;1009140032,2019062100954001,all,2019000198803,2019-06-21 00:00:00+00,2019-06-24 00:00:00+00,2019-06-24 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.9449188388848 40.8115857331285,-73.9450974381003 40.8113398996024,-73.9451382527786 40.8113570690101,-73.9451548575546 40.8113640539665,-73.9449762573019 40.8116098866795,-73.9449188388848 40.8115857331285)),((-73.9449188388848 40.8115857331285,-73.9450974381003 40.8113398996024,-73.9451382527786 40.8113570690101,-73.9451548575546 40.8113640539665,-73.9449762573019 40.8116098866795,-73.9449188388848 40.8115857331285)),((-73.9418691244184 40.8099840835988,-73.9417873942411 40.8099496478418,-73.9417683283022 40.8099416138762,-73.9419488956215 40.809692365161,-73.9421059449973 40.8097585379814,-73.9419253816414 40.8100077878423,-73.9418691244184 40.8099840835988)),((-73.9423435653425 40.8101839874434,-73.9422625384118 40.8101498477396,-73.9422457778657 40.8101427857446,-73.9424263415732 40.809893535388,-73.9425824666159 40.8099593171794,-73.942401908053 40.8102085704818,-73.9423435653425 40.8101839874434)),((-73.9432578339673 40.8112179504844,-73.9433454088249 40.8110986001586,-73.9436470927018 40.8112255867212,-73.9435591023617 40.811344763274,-73.9432578339673 40.8112179504844)),((-73.9455932801415 40.8118694381797,-73.9456354284154 40.8118114191887,-73.9458828166939 40.8119157753796,-73.9458409188014 40.8119736063735,-73.9455932801415 40.8118694381797)),((-73.9420667605404 40.8095752102299,-73.9422454259954 40.8093286237539,-73.9423977003464 40.8093927847779,-73.9422190352841 40.8096393705868,-73.9420667605404 40.8095752102299)),((-73.9422190352841 40.8096393705868,-73.9423977003464 40.8093927847779,-73.9424804324368 40.8094276438394,-73.9426590462357 40.8095029018849,-73.9427196098438 40.8095284196864,-73.9425409467952 40.8097750059894,-73.9422190352841 40.8096393705868)))",1019140052;1019140052;1017270018;1017270012;1019150029;1019140061;1017260055;1017260057,2019062400410001,all,2019000203192,2019-06-14 00:00:00+00,2019-06-27 00:00:00+00,2019-06-27 00:00:00+00,0,0,0
"MULTIPOLYGON(((-73.8891986420599 40.8252441897802,-73.8895592480792 40.8252258332993,-73.8895761298772 40.8254444935388,-73.88921560211 40.8254628456456,-73.889211394011 40.8254085876096,-73.8892112071663 40.8254061777023,-73.8892108207085 40.8254011948858,-73.8891986420599 40.8252441897802)),((-73.8891986420599 40.8252441897802,-73.8892108207085 40.8254011948858,-73.8892112071663 40.8254061777023,-73.889211394011 40.8254085876096,-73.88921560211 40.8254628456456,-73.8892220535591 40.8255431661946,-73.8888451989339 40.8255623479247,-73.888833086651 40.8254278498492,-73.8888328690104 40.8254254327077,-73.8888324209271 40.8254204561339,-73.8888182751606 40.8252635517481,-73.8891986420599 40.8252441897802)))",2027500016;2027500030;2027500132,2019062400568004,partial,2019000200200,2019-06-13 00:00:00+00,2019-06-25 00:00:00+00,2019-06-25 00:00:00+00,0,0,0
